Name,Value,Prop,ID,Points Totals,Points Per Game,Assists Totals,Assists Per Game,Rebounds Totals,Rebounds Per Game,Fantasy Score Totals,Fantasy Score Per Game,3-PT Made Totals,3-PT Made Per Game,Free Throws Made Totals,Free Throws Made Per Game,Blocks Totals,Blocks Per Game,Steals Totals,Steals Per Game,Personal Fouls Totals,Personal Fouls Per Game,Turnovers Totals,Turnovers Per Game,FG Attempted Totals,FG Attempted Per Game,Games Played Totals,Points Per L10,Assists Per L10,Rebounds Per L10,Fantasy Score Per L10,3-PT Made Per L10,Free Throws Made Per L10,Blocks Per L10,Steals Per L10,Personal Fouls Per L10,Turnovers Per L10,FG Attempted Per L10,Games Played Per L10,PTS+REB+AST,PTS+AST,PTS+REB,REB+AST,BLKS+STLS,PTS+REB+AST L10,PTS+AST L10,PTS+REB L10,REB+AST L10,BLKS+STLS L10
Al Horford,14.5,Pts+Rebs,201143.0,616.0,9.777777777777779,189.0,3.0,390.0,6.190476190476191,1603.5,25.452380952380953,145.0,2.3015873015873014,15.0,0.23809523809523808,61.0,0.9682539682539683,30.0,0.47619047619047616,121.0,1.9206349206349207,37.0,0.5873015873015873,479.0,7.603174603174603,63.0,9.142857142857142,3.2857142857142856,6.285714285714286,25.900000000000002,2.5714285714285716,0.0,1.2857142857142858,0.42857142857142855,1.8571428571428572,0.8571428571428571,8.142857142857142,1.0,18.96825396825397,12.777777777777779,15.968253968253968,9.19047619047619,1.4444444444444444,18.71428571428571,12.428571428571427,15.428571428571427,9.571428571428571,1.7142857142857144
Al Horford,9.5,Rebs+Asts,201143.0,616.0,9.777777777777779,189.0,3.0,390.0,6.190476190476191,1603.5,25.452380952380953,145.0,2.3015873015873014,15.0,0.23809523809523808,61.0,0.9682539682539683,30.0,0.47619047619047616,121.0,1.9206349206349207,37.0,0.5873015873015873,479.0,7.603174603174603,63.0,9.142857142857142,3.2857142857142856,6.285714285714286,25.900000000000002,2.5714285714285716,0.0,1.2857142857142858,0.42857142857142855,1.8571428571428572,0.8571428571428571,8.142857142857142,1.0,18.96825396825397,12.777777777777779,15.968253968253968,9.19047619047619,1.4444444444444444,18.71428571428571,12.428571428571427,15.428571428571427,9.571428571428571,1.7142857142857144
Al Horford,6.5,FG Attempted,201143.0,616.0,9.777777777777779,189.0,3.0,390.0,6.190476190476191,1603.5,25.452380952380953,145.0,2.3015873015873014,15.0,0.23809523809523808,61.0,0.9682539682539683,30.0,0.47619047619047616,121.0,1.9206349206349207,37.0,0.5873015873015873,479.0,7.603174603174603,63.0,9.142857142857142,3.2857142857142856,6.285714285714286,25.900000000000002,2.5714285714285716,0.0,1.2857142857142858,0.42857142857142855,1.8571428571428572,0.8571428571428571,8.142857142857142,1.0,18.96825396825397,12.777777777777779,15.968253968253968,9.19047619047619,1.4444444444444444,18.71428571428571,12.428571428571427,15.428571428571427,9.571428571428571,1.7142857142857144
Al Horford,7.5,Points,201143.0,616.0,9.777777777777779,189.0,3.0,390.0,6.190476190476191,1603.5,25.452380952380953,145.0,2.3015873015873014,15.0,0.23809523809523808,61.0,0.9682539682539683,30.0,0.47619047619047616,121.0,1.9206349206349207,37.0,0.5873015873015873,479.0,7.603174603174603,63.0,9.142857142857142,3.2857142857142856,6.285714285714286,25.900000000000002,2.5714285714285716,0.0,1.2857142857142858,0.42857142857142855,1.8571428571428572,0.8571428571428571,8.142857142857142,1.0,18.96825396825397,12.777777777777779,15.968253968253968,9.19047619047619,1.4444444444444444,18.71428571428571,12.428571428571427,15.428571428571427,9.571428571428571,1.7142857142857144
Bogdan Bogdanovic,2.5,Rebounds,203992.0,756.0,14.0,150.0,2.7777777777777777,165.0,3.0555555555555554,1297.0,24.01851851851852,146.0,2.7037037037037037,64.0,1.1851851851851851,18.0,0.3333333333333333,43.0,0.7962962962962963,86.0,1.5925925925925926,65.0,1.2037037037037037,611.0,11.314814814814815,54.0,13.125,2.5,2.75,22.3,2.5,0.875,0.25,0.75,1.125,0.875,9.75,1.0,19.833333333333336,16.77777777777778,17.055555555555557,5.833333333333333,1.1296296296296295,18.375,15.625,15.875,5.25,1.0
Bogdan Bogdanovic,11.5,Points,203992.0,756.0,14.0,150.0,2.7777777777777777,165.0,3.0555555555555554,1297.0,24.01851851851852,146.0,2.7037037037037037,64.0,1.1851851851851851,18.0,0.3333333333333333,43.0,0.7962962962962963,86.0,1.5925925925925926,65.0,1.2037037037037037,611.0,11.314814814814815,54.0,13.125,2.5,2.75,22.3,2.5,0.875,0.25,0.75,1.125,0.875,9.75,1.0,19.833333333333336,16.77777777777778,17.055555555555557,5.833333333333333,1.1296296296296295,18.375,15.625,15.875,5.25,1.0
Bogdan Bogdanovic,14.5,Pts+Rebs,203992.0,756.0,14.0,150.0,2.7777777777777777,165.0,3.0555555555555554,1297.0,24.01851851851852,146.0,2.7037037037037037,64.0,1.1851851851851851,18.0,0.3333333333333333,43.0,0.7962962962962963,86.0,1.5925925925925926,65.0,1.2037037037037037,611.0,11.314814814814815,54.0,13.125,2.5,2.75,22.3,2.5,0.875,0.25,0.75,1.125,0.875,9.75,1.0,19.833333333333336,16.77777777777778,17.055555555555557,5.833333333333333,1.1296296296296295,18.375,15.625,15.875,5.25,1.0
Bogdan Bogdanovic,8.5,FG Attempted,203992.0,756.0,14.0,150.0,2.7777777777777777,165.0,3.0555555555555554,1297.0,24.01851851851852,146.0,2.7037037037037037,64.0,1.1851851851851851,18.0,0.3333333333333333,43.0,0.7962962962962963,86.0,1.5925925925925926,65.0,1.2037037037037037,611.0,11.314814814814815,54.0,13.125,2.5,2.75,22.3,2.5,0.875,0.25,0.75,1.125,0.875,9.75,1.0,19.833333333333336,16.77777777777778,17.055555555555557,5.833333333333333,1.1296296296296295,18.375,15.625,15.875,5.25,1.0
Bogdan Bogdanovic,13.5,Pts+Asts,203992.0,756.0,14.0,150.0,2.7777777777777777,165.0,3.0555555555555554,1297.0,24.01851851851852,146.0,2.7037037037037037,64.0,1.1851851851851851,18.0,0.3333333333333333,43.0,0.7962962962962963,86.0,1.5925925925925926,65.0,1.2037037037037037,611.0,11.314814814814815,54.0,13.125,2.5,2.75,22.3,2.5,0.875,0.25,0.75,1.125,0.875,9.75,1.0,19.833333333333336,16.77777777777778,17.055555555555557,5.833333333333333,1.1296296296296295,18.375,15.625,15.875,5.25,1.0
Bogdan Bogdanovic,0.5,Free Throws Made,203992.0,756.0,14.0,150.0,2.7777777777777777,165.0,3.0555555555555554,1297.0,24.01851851851852,146.0,2.7037037037037037,64.0,1.1851851851851851,18.0,0.3333333333333333,43.0,0.7962962962962963,86.0,1.5925925925925926,65.0,1.2037037037037037,611.0,11.314814814814815,54.0,13.125,2.5,2.75,22.3,2.5,0.875,0.25,0.75,1.125,0.875,9.75,1.0,19.833333333333336,16.77777777777778,17.055555555555557,5.833333333333333,1.1296296296296295,18.375,15.625,15.875,5.25,1.0
