,Game_ID,GAME_DATE,MATCHUP,PTS,AST,STL,REB,TOV,FGA,FGM,FG3M,FG3A,BLK,FTA,FTM,PLUS_MINUS
0,0021801212,"APR 09, 2019",PHI @ MIA,4,1,0,1,2,5,2,0,1,0,0,0,-15
1,0021801168,"APR 03, 2019",PHI @ ATL,16,2,1,6,0,11,5,1,4,0,10,5,-7
2,0021801143,"MAR 30, 2019",PHI @ MIN,12,5,2,13,2,17,4,1,2,0,3,3,4
3,0021801123,"MAR 28, 2019",PHI vs. BKN,9,3,3,7,1,10,3,1,1,1,2,2,4
4,0021801103,"MAR 25, 2019",PHI @ ORL,13,7,1,6,2,10,4,0,2,1,5,5,-18
5,0021801088,"MAR 23, 2019",PHI @ ATL,25,4,2,6,1,13,6,0,0,1,13,13,-5
6,0021801067,"MAR 20, 2019",PHI vs. BOS,22,2,0,4,0,17,7,3,9,0,5,5,11
7,0021801059,"MAR 19, 2019",PHI @ CHA,23,9,2,4,2,19,8,1,4,1,6,6,8
8,0021801043,"MAR 17, 2019",PHI @ MIL,27,3,3,6,2,16,8,2,2,0,13,9,5
9,0021801027,"MAR 15, 2019",PHI vs. SAC,22,7,2,6,3,14,8,0,1,1,7,6,20
10,0021800994,"MAR 10, 2019",PHI vs. IND,12,4,1,4,0,8,3,0,0,1,6,6,8
11,0021800981,"MAR 08, 2019",PHI @ HOU,19,3,0,9,3,18,8,0,2,2,4,3,-3
12,0021800970,"MAR 06, 2019",PHI @ CHI,22,4,3,3,2,18,8,0,1,0,7,6,7
13,0021800960,"MAR 05, 2019",PHI vs. ORL,14,4,3,2,1,10,5,0,1,0,4,4,10
14,0021800938,"MAR 02, 2019",PHI vs. GSW,21,2,1,9,2,16,5,2,4,1,11,9,1
15,0021800927,"FEB 28, 2019",PHI @ OKC,20,8,2,8,3,20,9,0,2,0,5,2,7
16,0021800906,"FEB 25, 2019",PHI @ NOP,11,7,2,7,3,16,5,0,2,1,2,1,-6
17,0021800882,"FEB 23, 2019",PHI vs. POR,15,2,0,2,0,9,5,0,2,2,5,5,-13
18,0021800868,"FEB 21, 2019",PHI vs. MIA,18,6,1,6,3,14,5,0,2,0,8,8,12
19,0021800856,"FEB 13, 2019",PHI @ NYK,13,8,3,7,0,6,4,0,0,2,5,5,31
20,0021800849,"FEB 12, 2019",PHI vs. BOS,22,1,0,9,1,12,7,1,2,0,10,7,-4
