,Game_ID,GAME_DATE,MATCHUP,PTS,AST,STL,REB,TOV,FGA,FGM,FG3M,FG3A,BLK,FTA,FTM,PLUS_MINUS
0,0021501222,"APR 13, 2016",CHI vs. PHI,10,10,0,12,3,12,4,0,0,1,3,2,14
1,0021501208,"APR 11, 2016",CHI @ NOP,23,11,0,3,4,11,8,1,1,1,7,6,6
2,0021501191,"APR 09, 2016",CHI vs. CLE,21,6,3,2,2,17,7,2,3,0,5,5,-7
3,0021501174,"APR 07, 2016",CHI @ MIA,25,6,0,1,4,17,7,1,4,1,10,10,-13
4,0021501158,"APR 05, 2016",CHI @ MEM,5,2,1,4,2,8,2,0,4,0,2,1,-12
5,0021501150,"APR 03, 2016",CHI @ MIL,25,8,1,5,2,11,10,1,2,1,4,4,7
6,0021501139,"APR 02, 2016",CHI vs. DET,28,12,3,17,3,25,10,1,7,2,8,7,2
7,0021501124,"MAR 31, 2016",CHI @ HOU,21,6,2,8,3,13,8,1,2,1,4,4,3
8,0021501107,"MAR 29, 2016",CHI @ IND,14,3,2,4,1,10,6,0,2,0,2,2,-12
9,0021501099,"MAR 28, 2016",CHI vs. ATL,15,4,0,8,0,16,5,2,7,0,3,3,-2
10,0021501083,"MAR 26, 2016",CHI @ ORL,12,1,2,5,1,10,5,0,1,1,4,2,-7
11,0021501070,"MAR 24, 2016",CHI @ NYK,19,3,3,3,4,15,7,1,3,1,6,4,-11
12,0021501060,"MAR 23, 2016",CHI vs. NYK,7,8,2,4,0,11,3,0,1,1,2,1,-11
13,0021501049,"MAR 21, 2016",CHI vs. SAC,11,8,5,3,0,10,3,0,1,0,7,5,16
14,0021501034,"MAR 19, 2016",CHI vs. UTA,13,6,0,5,1,14,6,0,0,0,2,1,5
15,0021501016,"MAR 17, 2016",CHI vs. BKN,22,7,1,3,1,12,7,0,1,0,8,8,8
16,0021501006,"MAR 16, 2016",CHI @ WAS,17,3,3,6,1,12,4,0,2,0,11,9,-26
17,0021500991,"MAR 14, 2016",CHI @ TOR,13,6,0,5,0,18,5,0,2,2,4,3,-9
18,0021500927,"MAR 05, 2016",CHI vs. HOU,24,6,1,11,5,13,6,1,2,0,12,11,28
19,0021500757,"FEB 05, 2016",CHI @ DEN,19,5,2,2,1,9,6,0,0,0,9,7,-1
20,0021500728,"FEB 01, 2016",CHI @ UTA,26,6,0,7,3,17,10,2,5,0,7,4,-4
21,0021500714,"JAN 31, 2016",CHI @ LAC,23,0,1,1,0,22,8,2,4,0,7,5,-9
22,0021500697,"JAN 28, 2016",CHI @ LAL,26,10,4,5,0,17,11,1,2,0,3,3,31
23,0021500669,"JAN 25, 2016",CHI vs. MIA,13,4,0,6,2,15,5,1,1,0,2,2,-1
24,0021500659,"JAN 23, 2016",CHI @ CLE,20,1,0,9,0,16,8,2,3,0,2,2,2
25,0021500646,"JAN 22, 2016",CHI @ BOS,28,3,2,14,4,20,10,0,3,0,8,8,-15
26,0021500634,"JAN 20, 2016",CHI vs. GSW,23,2,0,5,2,16,7,0,2,0,12,9,-28
27,0021500619,"JAN 18, 2016",CHI @ DET,16,9,2,3,5,13,5,0,3,0,8,6,1
28,0021500597,"JAN 15, 2016",CHI vs. DAL,4,6,2,5,0,11,2,0,4,0,0,0,-7
29,0021500587,"JAN 14, 2016",CHI @ PHI,53,6,3,10,4,30,15,2,4,0,25,21,11
30,0021500573,"JAN 12, 2016",CHI @ MIL,30,6,0,8,4,21,9,2,5,1,12,10,-2
31,0021500567,"JAN 11, 2016",CHI vs. WAS,19,7,3,4,2,15,6,1,3,0,7,6,-8
32,0021500551,"JAN 09, 2016",CHI @ ATL,27,2,1,8,3,17,8,1,3,1,12,10,-9
33,0021500537,"JAN 07, 2016",CHI vs. BOS,19,10,1,5,3,14,5,1,3,1,9,8,12
34,0021500522,"JAN 05, 2016",CHI vs. MIL,32,10,1,2,2,21,11,2,5,0,8,8,13
35,0021500507,"JAN 03, 2016",CHI @ TOR,42,5,1,4,3,23,15,2,3,1,11,10,11
36,0021500493,"JAN 01, 2016",CHI vs. NYK,23,6,1,4,0,18,8,0,1,1,10,7,16
37,0021500478,"DEC 30, 2015",CHI vs. IND,28,4,2,4,2,16,8,1,3,1,13,11,-2
38,0021500463,"DEC 28, 2015",CHI vs. TOR,5,5,2,4,2,7,2,0,3,2,2,1,-8
39,0021500449,"DEC 26, 2015",CHI @ DAL,17,8,3,4,5,11,4,2,5,0,8,7,-14
40,0021500437,"DEC 25, 2015",CHI @ OKC,23,4,4,6,3,20,9,1,3,0,4,4,4
41,0021500414,"DEC 21, 2015",CHI vs. BKN,24,4,1,3,2,20,11,1,6,1,3,1,-6
42,0021500400,"DEC 19, 2015",CHI @ NYK,12,5,1,2,1,11,4,1,2,0,4,3,-13
43,0021500391,"DEC 18, 2015",CHI vs. DET,43,2,2,8,3,29,14,1,4,2,16,14,-5
44,0021500377,"DEC 16, 2015",CHI vs. MEM,24,4,1,4,1,22,10,1,4,1,3,3,10
45,0021500361,"DEC 14, 2015",CHI vs. PHI,23,3,2,3,0,14,8,0,1,1,7,7,18
46,0021500348,"DEC 12, 2015",CHI vs. NOP,15,0,2,3,1,16,4,0,1,1,9,7,3
47,0021500330,"DEC 10, 2015",CHI vs. LAC,14,8,2,5,0,14,4,0,2,2,8,6,-5
48,0021500319,"DEC 09, 2015",CHI @ BOS,36,0,1,7,1,24,12,0,5,0,14,12,3
49,0021500309,"DEC 07, 2015",CHI vs. PHX,19,3,1,4,3,12,6,2,3,1,6,5,6
50,0021500292,"DEC 05, 2015",CHI vs. CHA,25,2,2,8,3,18,8,1,5,0,10,8,-6
51,0021500273,"DEC 02, 2015",CHI vs. DEN,19,3,1,6,1,16,5,1,4,1,8,8,7
52,0021500257,"NOV 30, 2015",CHI vs. SAS,14,3,1,3,5,9,5,0,2,2,4,4,-11
53,0021500231,"NOV 27, 2015",CHI @ IND,16,5,2,5,4,10,4,2,4,2,6,6,-8
54,0021500213,"NOV 24, 2015",CHI @ POR,22,4,4,2,2,13,6,2,3,0,8,8,8
55,0021500187,"NOV 20, 2015",CHI @ GSW,28,7,3,9,1,21,11,2,4,0,7,4,-12
56,0021500174,"NOV 18, 2015",CHI @ PHX,32,2,1,6,1,23,11,3,7,0,8,7,4
57,0021500153,"NOV 16, 2015",CHI vs. IND,17,4,2,3,2,12,6,0,0,1,8,5,-1
58,0021500132,"NOV 13, 2015",CHI vs. CHA,27,4,1,5,4,16,8,0,4,1,14,11,-4
59,0021500100,"NOV 09, 2015",CHI @ PHI,7,5,1,6,3,6,2,1,3,0,2,2,29
