,Game_ID,GAME_DATE,MATCHUP,PTS,AST,STL,REB,TOV,FGA,FGM,FG3M,FG3A,BLK,FTA,FTM,PLUS_MINUS
0,0022201213,"APR 08, 2023",DEN @ UTA,20,5,1,4,3,13,7,4,10,1,2,2,1
1,0022201183,"APR 04, 2023",DEN @ HOU,2,4,0,0,0,2,1,0,1,0,0,0,7
2,0022201175,"APR 02, 2023",DEN vs. GSW,26,8,2,3,3,21,10,3,8,2,3,3,8
3,0022201147,"MAR 30, 2023",DEN vs. NOP,21,7,1,4,2,15,6,4,10,0,5,5,-16
4,0022201126,"MAR 27, 2023",DEN vs. PHI,19,7,2,5,4,14,8,3,6,0,0,0,6
5,0022201109,"MAR 25, 2023",DEN vs. MIL,26,9,0,6,3,19,9,5,10,1,4,3,14
6,0022201083,"MAR 22, 2023",DEN @ WAS,17,8,0,6,2,13,7,3,6,0,0,0,22
7,0022201063,"MAR 19, 2023",DEN @ BKN,25,8,0,1,2,19,9,4,4,0,3,3,8
8,0022201055,"MAR 18, 2023",DEN @ NYK,25,6,1,4,2,14,9,5,7,0,3,2,-10
9,0022201042,"MAR 16, 2023",DEN @ DET,19,10,0,6,4,15,7,2,5,0,3,3,21
10,0022201029,"MAR 14, 2023",DEN @ TOR,14,9,2,2,5,18,5,1,8,1,4,3,-20
11,0022201014,"MAR 12, 2023",DEN vs. BKN,16,1,0,3,2,19,5,5,12,0,2,1,-13
12,0022201002,"MAR 10, 2023",DEN @ SAS,24,7,3,6,4,21,9,2,8,2,4,4,-4
13,0022200989,"MAR 08, 2023",DEN vs. CHI,11,5,0,2,2,15,4,1,7,0,2,2,-14
14,0022200975,"MAR 06, 2023",DEN vs. TOR,24,5,3,1,1,14,9,5,10,0,1,1,4
15,0022200952,"MAR 03, 2023",DEN vs. MEM,22,9,2,5,2,19,8,4,8,0,4,2,9
16,0022200926,"FEB 28, 2023",DEN @ HOU,32,6,1,4,2,18,12,5,10,0,3,3,20
17,0022200918,"FEB 26, 2023",DEN vs. LAC,21,12,2,5,5,22,8,4,13,0,2,1,13
18,0022200907,"FEB 25, 2023",DEN @ MEM,8,4,1,3,1,13,3,1,5,0,1,1,-13
19,0022200886,"FEB 23, 2023",DEN @ CLE,16,9,2,1,2,19,6,3,11,0,2,1,13
20,0022200801,"FEB 04, 2023",DEN vs. ATL,41,7,1,5,1,24,15,7,12,0,4,4,25
21,0022200783,"FEB 02, 2023",DEN vs. GSW,33,8,1,5,1,23,12,3,11,0,8,6,14
22,0022200768,"JAN 31, 2023",DEN vs. NOP,32,6,0,5,5,21,10,7,12,0,5,5,18
23,0022200741,"JAN 28, 2023",DEN @ PHI,22,6,1,4,4,16,7,2,7,0,7,6,-14
24,0022200716,"JAN 24, 2023",DEN @ NOP,25,7,3,1,2,21,11,3,8,0,0,0,6
25,0022200702,"JAN 22, 2023",DEN vs. OKC,26,9,0,5,1,23,11,1,6,0,4,3,-4
26,0022200688,"JAN 20, 2023",DEN vs. IND,17,14,2,10,3,8,4,2,2,0,7,7,15
