,Game_ID,GAME_DATE,MATCHUP,PTS,AST,STL,REB,TOV,FGA,FGM,FG3M,FG3A,BLK,FTA,FTM,PLUS_MINUS
0,0022101207,"APR 08, 2022",MIA vs. ATL,20,1,1,4,4,10,5,0,2,0,12,10,-3
1,0022101181,"APR 05, 2022",MIA vs. CHA,27,8,2,5,3,15,9,2,4,0,8,7,15
2,0022101164,"APR 02, 2022",MIA @ CHI,22,6,1,7,2,12,7,2,3,0,7,6,17
3,0022101139,"MAR 30, 2022",MIA @ BOS,24,2,1,3,2,17,9,0,3,0,8,6,11
4,0022101125,"MAR 28, 2022",MIA vs. SAC,27,7,0,5,3,14,10,3,5,0,4,4,4
5,0022101111,"MAR 26, 2022",MIA vs. BKN,7,4,1,6,1,9,2,0,3,1,4,3,-26
6,0022101103,"MAR 25, 2022",MIA vs. NYK,30,7,1,7,4,17,11,1,2,1,8,7,-7
7,0022101088,"MAR 23, 2022",MIA vs. GSW,20,3,2,5,0,15,7,2,2,0,5,4,-11
8,0022101074,"MAR 21, 2022",MIA @ PHI,27,6,1,5,1,15,8,0,3,0,11,11,0
9,0022101031,"MAR 15, 2022",MIA vs. DET,8,3,0,2,0,9,2,0,2,1,4,4,13
10,0022100998,"MAR 11, 2022",MIA vs. CLE,24,5,3,4,1,14,7,0,1,1,12,10,15
11,0022100970,"MAR 07, 2022",MIA vs. HOU,21,4,1,7,2,11,7,0,0,1,9,7,15
12,0022100956,"MAR 05, 2022",MIA vs. PHI,21,5,2,4,4,15,6,1,2,1,11,8,13
13,0022100936,"MAR 02, 2022",MIA @ MIL,6,2,0,3,1,14,2,0,3,2,2,2,-21
14,0022100922,"FEB 28, 2022",MIA vs. CHI,15,4,4,7,2,13,4,0,1,0,10,7,18
15,0022100908,"FEB 26, 2022",MIA vs. SAS,27,3,2,3,3,11,7,1,2,0,15,12,-3
16,0022100900,"FEB 25, 2022",MIA @ NYK,23,2,2,2,1,20,9,0,0,0,9,5,-4
17,0022100885,"FEB 17, 2022",MIA @ CHA,15,8,1,10,4,24,5,1,8,2,4,4,23
18,0022100868,"FEB 15, 2022",MIA vs. DAL,29,3,0,10,2,18,8,0,2,0,14,13,4
19,0022100851,"FEB 12, 2022",MIA vs. BKN,13,3,0,6,3,11,4,0,1,0,6,5,7
20,0022100833,"FEB 10, 2022",MIA @ NOP,29,3,4,8,3,16,9,0,1,1,11,11,15
