,Game_ID,GAME_DATE,MATCHUP,PTS,AST,STL,REB,TOV,FGA,FGM,FG3M,FG3A,BLK,FTA,FTM,PLUS_MINUS
0,0022201213,"APR 08, 2023",DEN @ UTA,15,2,0,4,0,10,6,1,2,0,3,2,1
1,0022201183,"APR 04, 2023",DEN @ HOU,13,4,0,9,1,11,6,0,1,4,4,1,-18
2,0022201175,"APR 02, 2023",DEN vs. GSW,13,7,2,10,2,18,6,0,3,0,2,1,9
3,0022201160,"MAR 31, 2023",DEN @ PHX,26,6,2,8,2,23,10,2,4,1,10,4,-3
4,0022201147,"MAR 30, 2023",DEN vs. NOP,11,4,0,6,1,8,4,0,0,0,6,3,-22
5,0022201126,"MAR 27, 2023",DEN vs. PHI,12,2,2,4,1,14,6,0,3,1,0,0,20
6,0022201109,"MAR 25, 2023",DEN vs. MIL,9,1,1,7,1,9,4,1,5,1,0,0,12
7,0022201083,"MAR 22, 2023",DEN @ WAS,12,1,1,1,1,6,4,2,3,0,2,2,28
8,0022201063,"MAR 19, 2023",DEN @ BKN,10,2,0,4,1,9,4,0,3,1,3,2,9
9,0022201055,"MAR 18, 2023",DEN @ NYK,14,7,1,5,1,12,6,0,2,0,3,2,2
10,0022201042,"MAR 16, 2023",DEN @ DET,15,1,0,8,1,9,6,0,1,0,6,3,8
11,0022201029,"MAR 14, 2023",DEN @ TOR,18,3,2,1,0,13,8,0,1,1,6,2,-10
12,0022201014,"MAR 12, 2023",DEN vs. BKN,13,2,0,4,2,9,5,1,2,0,3,2,13
13,0022201002,"MAR 10, 2023",DEN @ SAS,14,3,1,6,3,8,5,2,5,1,2,2,0
14,0022200989,"MAR 08, 2023",DEN vs. CHI,17,2,0,9,0,14,6,1,3,1,9,4,-4
15,0022200975,"MAR 06, 2023",DEN vs. TOR,19,5,2,6,0,12,7,0,2,1,6,5,13
16,0022200952,"MAR 03, 2023",DEN vs. MEM,13,0,0,5,0,10,5,0,2,0,3,3,9
17,0022200926,"FEB 28, 2023",DEN @ HOU,11,5,0,7,0,7,5,0,0,0,2,1,19
18,0022200918,"FEB 26, 2023",DEN vs. LAC,6,6,0,6,2,9,3,0,5,0,0,0,5
19,0022200831,"FEB 09, 2023",DEN @ ORL,37,3,1,13,2,21,15,3,6,1,7,4,5
20,0022200820,"FEB 07, 2023",DEN vs. MIN,24,8,4,3,3,11,8,2,3,2,8,6,32
21,0022200801,"FEB 04, 2023",DEN vs. ATL,15,4,0,6,0,10,7,0,1,1,1,1,19
22,0022200768,"JAN 31, 2023",DEN vs. NOP,15,6,0,6,0,12,6,1,3,0,5,2,22
23,0022200741,"JAN 28, 2023",DEN @ PHI,18,3,0,5,0,10,8,0,1,0,4,2,5
24,0022200723,"JAN 25, 2023",DEN @ MIL,26,4,0,14,1,24,10,3,5,2,4,3,5
25,0022200716,"JAN 24, 2023",DEN @ NOP,11,3,0,4,3,7,4,1,1,1,4,2,0
